FOF_Halo_ID,Subhalo_ID,sigma_0_projectx,sigma_3_projectx,sigma_5_projectx,sigma_10_projectx
17567216,10110413,593.0374429204387,593.0374429204387,525.7763125043618,533.9074801565811
17599176,10129434,607.0180977323813,607.0180977323813,607.0180977323813,606.0664383459688
17633347,10146632,1459.5840115571978,1459.5840115571978,1459.5840115571978,1459.5840115571978
17669637,10165618,1042.0734011483946,9.403120049908336,5.827922927498025,12.236783067865643
17699372,10182757,619.0449839457056,3.261755711813189,3.261755711813189,5.59993660252616
17729173,10198250,1075.2543320813643,376.9971395753909,376.9971395753909,4.919255229453603
17757919,10214072,615.4241439850198,1.156171616440383,1.3127650330033471,3.656695331364182
17788647,10231926,525.0827282721315,1.0168835215983627,1.1825547146703306,1.3271926393750397
17823213,10250252,528.3239571721908,526.9229436418001,2.737572840994063,7.07304818713761
17853235,10266031,1.1236228515278537,2.6597953507819825,4.244633719066246,7.536382061610966
17878050,10284004,619.5337097643157,1.115454807373933,1.1307598385980193,5.880870771644311
17907468,10300353,1008.9767779502287,2.6713576139182194,1.0590592389326035,4.13350120686637
17932993,10316089,2.661246252910055,0.9870318569078563,0.9870318569078563,3.324974641503181
17963598,10333667,1.2956269491947054,1.4192393005476887,2.800807721024394,1.4192393005476887
17991263,10352043,1.25656274660528,1.25656274660528,1.25656274660528,1.25656274660528
18021832,10369172,2.60520416781042,1.1124633156058819,1.1124633156058819,2.657591243909044
18052809,10385645,4.000063682441558,4.513934596300312,2.383783577807075,4.462953381728648
18079516,10402165,886.2459436198399,886.2459436198399,886.2459436198399,7.296698568439818
18103755,10416348,174.75127536866188,174.75127536866188,1.2997210433123376,2.4198181996467616
18130967,10431576,1.4481659630609502,1.4481659630609502,1.0617103237213301,1.0617103237213301
18157149,10447809,7.882190376090019,6.324586979572835,21.215431088062225,10.09992727524036
18186894,10464248,478.74831490665633,478.74831490665633,1.242535692880048,1.298178010793181
18219526,10480760,3.536777522096125,1.193140063277094,1.193140063277094,2.6569404362682856
18245740,10496063,2.6710367239312456,1.2582605339614472,1.2582605339614472,2.692884415749632
18270342,10511936,2582.9222894836507,2517.4215116129626,2518.14321325866,2518.86579882748
18303549,10527840,1.3553271762189087,1.3553271762189087,1.3553271762189087,4.449349023880332
18328240,10542006,65.61112624624928,78.37099804683527,74.67593559847774,73.01682467281853
18353689,10556853,17.63432473648121,17.63432473648121,15.290248831199209,13.157818385112703
18382237,10571412,10.004578705900219,1.1832290291431915,1.1688078074516157,2.612830867549196
18409107,10585046,1.151580490978459,1.176532743873463,1.176532743873463,1.151580490978459
18439248,10599969,1270.6367726267279,1114.694629182767,1113.1346063777653,1107.9823951686644
18465945,10615899,1.3007030237498831,1.3007030237498831,1.3007030237498831,1.3007030237498831
18492314,10629545,662.3793168120634,662.3793168120634,56.53229510208587,50.84123333457087
18517634,10644190,20.032813789465774,1.1992887947610458,1.1992887947610458,3.5247784527540156
18541320,10658126,452.08983780345847,506.0361593766249,506.0361593766249,505.352280826593
18563130,10671821,1.2153637521503609,1.206830916377923,1.206830916377923,1.206830916377923
18588077,10686468,2.526170843132644,2.680739225460893,3.6723125081520984,2.8438211353485485
18614771,10699541,194.40143678229788,2.508513539260376,2.5779133065635977,3.5345900117133753
18637879,10712976,0.9949961547893315,1.3555452703656028,1.1009080933162176,4.055251905486894
18659891,10724729,4.844011427580921,1.1351348861641222,3.472447864520157,4.752300179237591
18683119,10738474,750.0826392113693,20.46244252406948,21.151049911415594,17.654251255309834
18707833,10752748,11.621145341396955,4.168179808914337,2.5990190834529967,4.299466353448246
18735025,10765404,123.74600132525434,123.74600132525434,123.74600132525434,123.21139344670794
